id,age_years,primary_language,scenario_type,description,reasoning_process,peer_dynamics,cultural_tension,outcome,emotional_growth,location,symbolic_logic,wisdom_gained,neural_embedding,recorded_at
mostly58-7fef-4500-96c5-87a30cee9ddd,15,Yoruba,academic,-,Hausa_dynamics,"scenario, ",S,: ,resilience,"symbolice-et in s c as and w f sio eder win;ars- the, and  pin ds",B7,primary_process_years,: ,2025-06-18 19:09:00
mostlyb7-aff4-42cf-8fef-af6c1cd98e8c,17,Zulu,social,,age_dynamics,primary1_process,S,", ",empathy,Sing totm ,A ,: ,S_,2025-09-30 21:39:00
mostly6e-d70f-4d5c-b6b0-a40dfdf7cbef,13,Yoruba,identity,symbolic.,,recorded_growth,reasoning_ ,}-ing};a.,creativity,wisdom_,", ",The_,"A, ",2024-07-11 06:21:00
mostly65-38a3-44d7-976b-ab2c7447b2d9,16,Yoruba,social,"scenario-04--12,0.724T: ",outcome,outcome,Hausa,", ",integrity,adolescence,location,In_,scenario_ ,2024-08-23 21:53:00
mostlyaa-3e9b-4ade-b469-1ecb29319ec6,17,Swahili,identity,emotionals,", ",neural ,He_years,adolescence,critical_thinking,symbolic,reasoninglocationar0.,recordeds,2024 in,2024-09-09 09:42:00
mostly08-9ad7-4765-adc8-13d1631bcf53,14,Zulu,identity,} ,"-_embedding, ",cultural_at,scenario},wisdom: ,leadership, ,"symbolicoutcome d- fing the a ay school der to-sial-.01090.045,-0.7.",location,", ",2024-07-17 02:05:00
mostly34-e5a9-4eef-85e0-6bde1fabc652,14,Amharic,entrepreneurial,"Eageatal, essyc ints in initkuess drasdc ","age__, ",", ",{,"In, ",independence,",--10.0323045,-0.48",outcome,M_logic,"-growth and0.653,-51.7630.4.}27, ",2024-11-12 12:08:00
mostly18-1a1d-45c0-9fd9-cdfc0092578f,14,Yoruba,entrepreneurial,"recordedratar,-, Nigeria.",scenario_years,reasoning ,O0.,outcome,integrity,wisdom_type,", ",emotional,symbolic_logic,2025-02-03 21:07:00
mostly43-41cd-40bb-9add-877b0049b091,16,Swahili,innovation,Alfen dalenting pkiiterer a cf aafleing:,", ",peer_,recorded_at,", ",resilience,"2024--0724000.902,.",S,location,adolescence,2024-09-19 08:53:00
mostly32-d89f-476d-86c5-647100769de8,16,Oromo,social,scenario_typeerl,scenario_process,: ,scenario ,C (,empathy,Mprocess-,P_,recorded_process,", ",2025-04-05 12:32:00
mostly51-507d-430a-8366-44978c003c34,16,Hausa,ethical,symbolic_,A toelsered a.,2024gained,M: ,"Atensionar toeroninginga, and school:,",empathy,Mlingc c forite.,symbolic__years,Heatedt a with f to.,}0 ,2024-12-03 18:14:00
mostly78-3f6f-4831-9594-665cc663f9ca,18,Shona,academic,scenario{,: ,S_{,description,recorded_gained,resilience,", ",adolescenceat,: ,", ",2025-09-30 21:39:00
mostlya6-28cf-4c1e-80e7-4caed3e7cab8,13,Oromo,identity,A_years,", ","peer, ",}7,outcome,creativity,scenario_gained,description,}} ,cultural_years,2024-04-07 01:54:00
mostlye2-e742-4842-a93c-da6dbbe77f35,14,Amharic,social,", ",scenario_gained,"Aa fkyt,: for",2024,,critical_thinking,A_: {,A,", ",recorded_embedding,2025-01-13 17:44:00
mostly75-5894-4f78-901c-f076f3c82342,16,Hausa,entrepreneurial,: ,", ",A,reasoning_at,age_type,leadership,outcome,adolescence{,"Friends, ",0.,2024-03-09 11:17:00
mostlya1-b263-46bb-82e4-aab25ec143b0,17,Igbo,innovation,: ,symbolicS,: ,", ",He,empathy,peer_type,She,description,reasoning_-,2024-07-28 15:22:00
mostly8c-888a-4d52-b672-b0376b98728d,19,Oromo,creative,"0,-.",", ",outcome_dynamics,integrity_at,: ,critical_thinking,age_,: ,age_tension,: ,2024-10-29 02:08:00
mostly56-115a-4b0d-acdf-6dbc67f26c48,17,Hausa,identity,outcome,A ,reasoning_dynamics:,descriptioneate,", ",independence,,emotional,M_tensiondynamicsare toar ,reasoning_logic,2025-04-30 01:35:00
mostly33-a2f4-40d1-916c-9e357a931cf7,16,Yoruba,social,description,description,location-06,", ",", ",empathy,O too,} ,Henedp,peer_,2024-01-14 16:14:00
mostly09-8164-47ef-aadb-0517293eadde,14,Amharic,academic,: ,location,outcome,location,age_years,creativity,", ",", ",", ","B_, ",2025-03-30 22:37:00
mostlyb2-5663-4bb5-95f0-095fa76e86f3,14,Amharic,entrepreneurial,", ", ,symbolic,outcome,,critical_thinking,_language,peer_language,A boyer; ,primary,2024-03-24 17:10:00
mostly9e-5706-45eb-b010-8065241557be,17,Yoruba,entrepreneurial,agelanguagee and in ,"Friends, {",} ,neural_years,", ",resilience, ,", ",adolescence,cultural_process,2025-06-06 04:20:00
mostly58-107a-4785-803c-1e7986a362b7,16,Yoruba,innovation,"He, ",: ,2025 ,:00,age_years,creativity,"A, ",::,} ,emotional_gained,2024-06-21 21:35:00
mostlyad-4320-4b16-86e9-25f3a8dc0e4f,13,Swahili,cultural,2024,,}: ,} ,wisdom_tensionembedding,critical_thinking,0.28,",recorded",recorded_ , ,2024-01-26 12:16:00
mostly43-4204-4460-b6b5-570de02f583e,18,Zulu,entrepreneurial,"A to--0.,0.20,, {",symbolic_:,adolescence,recorded_tension,}}1 {,creativity,A boyingc,: ,"Aflata, and,c with msiy for ms",wisdomdynamics,2024-04-10 07:54:00
mostlyd7-6f3a-4dfd-b44e-d65b4ed38061,19,Igbo,innovation,: ,neural_logic,2025_gained,A ,She: ,creativity,"10303,--03.05-.,: ",:00,ethical,} ,2025-07-05 22:21:00
mostlyc6-a06f-4031-9ef2-2c8ea8d7ab4f,13,Swahili,creative,empathy,,Aar.,A studentpesiters.,scenarioS ,independence,He,peer_gained,"Pt in, ",adolescence,2024-03-28 02:16:00
mostly3f-219c-4b5a-a22e-735d2cd8eacc,14,Zulu,identity,: ,Friends arer for schoolerped ,M: ,D_embedding,reasoning,independence,outcome,wisdom_,"emotional, ",", ",2025-06-15 22:28:00
mostly54-24f9-4a27-bc20-fad17e415ceb,15,Swahili,social,neural,empathydescription,scenario_logic,,", ",integrity,primaryembedding_type,"A; dala, ",:.,age_,2024-01-23 04:35:00
mostlyb3-3c44-414b-b798-36d867b36724,19,Hausa,academic,P,"-4-ingT.125,0.9010524,,-0..6",outcome,S{: ,neurallogic,resilience,symbolic__type,agewe,outcome,adolescence,2024-07-17 20:50:00
mostlyb8-4396-42c0-8787-e0a2f194bb60,16,Swahili,innovation,reasoning_dynamics,Friends_process,: ,: ,: {,resilience,_language,Sk,peer_embedding,adolescence,2024-03-09 04:26:00
mostly9b-69df-4d4f-9b0c-e9b4362cf2cf,18,Yoruba,entrepreneurial,:} ,",",age_at,If{,"recorded, ",resilience,empathy_tension,A ,emotional_logic,", ",2024-06-23 07:50:00
mostlyd1-d4d0-4449-b6a3-0ef5815c6065,17,Shona,entrepreneurial,-291.,: ,", ",recorded_growth,peert,resilience,description,locationSone in baral st f ping;s,"Hausat f, school, and-;-o ;s.",age_years,2025-07-06 20:20:00
mostly84-2661-4cd0-b3b4-b251d097bdfb,15,Yoruba,academic,", ",neural_ and dlled ,symbolic_,adolescence,Atension mersared a to ,integrity,peer ,"-23, and a, Nigeria ",2025_language,Aeniots ban and.,2025-05-02 09:26:00
mostlyf0-f88f-442c-84c5-ad14347abf4e,14,Igbo,ethical,primarylanguageS;.,,: {,outcome,peer,integrity,-T--T8,", language",2025_growth,outcome,2024-11-02 04:30:00
mostly5d-a4b6-4c02-b074-dbbdf5399390,19,Igbo,innovation,", {",scenario_,",0.680.2,0737,0.04-1.7409,-.1010.39006-028,-0.",wisdom,age_at,creativity,} {,wisdom ,,", ",2025-05-22 19:26:00
mostly92-2572-4f5d-8572-9ad838f26c62,15,Oromo,creative,A,reasoning_tension,primary ,C,:,creativity,: ,Se; with cor withee.,symbolic_logic,location: ,2024-05-09 11:38:00
mostly6d-882d-4cad-9586-0e2c03493dcb,17,Yoruba,ethical,"A senes and m, forg.",neural_gained,"-0.1,1.0833.64,.53",recorded_gained,A_gained{,integrity,: ,"He, ",description,", ",2024-05-31 14:45:00
mostly95-44eb-4038-b478-a72f3754c7fd,15,Zulu,innovation,", ", ,} {,"adolescenceager linged ceo for for,-.",: ,leadership,", ",outcome,: ,: ,2024-09-15 11:40:00
mostly24-4901-4316-bd71-0d1d346a369e,18,Yoruba,identity,age_years,", ",location,The,: ,creativity,ethical,"Stpate m.02,,-0.76,5",: ,She-_logic4,2024-08-06 19:47:00
mostly3f-9f69-486b-a78e-9bc72cf3d286,15,Yoruba,innovation,", ",primary_embedding,symbolic_years: ,cultural_gained,"scenario,--05-.894:0080.4930.}13-3107414:013,-0.21.0829,-1.1.-06801,.-05-0070.14,-",critical_thinking,} {,", ",: ,scenario,2025-03-26 09:21:00
mostly1a-6750-4bc5-8117-8c8bd99958b9,17,Hausa,ethical,A_ ,cultural toing;y m.,1.,Hec d,} {,integrity,}_years,"A, ",_language,B_years,2024-05-10 06:50:00
mostlyb2-e09d-4aad-a9e9-8dc96c121f4f,17,Swahili,cultural,P.,", ",cultural_--11.,symbolic_{,H1Tar ,independence,"peer1, ",:00,scenario_type to,"As, Nigeria ",2024-05-10 16:59:00
mostly76-2530-4e9c-996b-d2af395b258a,14,Amharic,ethical,adolescenceing forc.,"neural_-05, ",_dynamics,recorded_language,wisdom in,integrity,A -s serts.,Hausa,cultural_type,", ",2025-09-30 21:39:00
mostly9a-990c-4efe-9f86-09aadf79f00b,18,Hausa,identity,primary_,2024,location,,outcome,critical_thinking,recorded_tension,Hausa,}nl ,"He,-09.",2024-07-09 16:20:00
mostly32-69b9-4e78-a8be-7667f8764ba7,17,Zulu,identity,neural_growth,", ",adolescencer.,The,"A,at: ",independence,2025years ,He} ainging pananalpp.,S_ student,recorded_embedding,2024-08-01 11:28:00
mostly17-cc18-4faa-890f-3c0ca847347e,13,Swahili,academic,outcome01.,A ,wisdomgained_logic,-10063909ing aud c s a and andt,", ",independence,Heeas.,} {,: ,scenario} {,2024-09-19 19:38:00
mostly70-899b-49f1-9aad-68c695658725,14,Shona,identity,,", ",", ",location,description,independence,"}, ",Hef,B,", ",2024-08-15 09:32:00
mostly1a-5deb-4cb1-bf53-08927fc0e696,13,Igbo,creative,neural-: ,{,"peer, ",adolescencet ste mingtsan to in andl inia and danp andfi toyt;w.,reasoning,creativity,Hausat,"1{, ",neural,culturalyears,2024-06-04 17:08:00
mostlydd-af5f-498c-a3f1-605df5423957,18,Igbo,cultural,recorded_dynamics,scenario,"age_er,{",",",recordedtensionembeddingnorersa fing.,leadership,emotionalwisdom,description,age_gained,adolescence,2024-12-09 09:27:00
mostly9a-e689-42e9-96ad-c61b9aa85c93,19,Amharic,social,", ",A,", ","2025-.-2,-0.",Cyearse;en for.,empathy,}neural,: ,descriptionage_gained,description,2025-01-23 01:41:00
mostlya6-3184-4741-a624-e40ad8943b6a,13,Hausa,cultural,location,", {",}} s,A_,A_,leadership,neural_language,wisdom_tension,: ,peer: ,2024-11-25 04:35:00
mostly6a-b2a8-4c1d-9126-cf61c472c298,13,Amharic,cultural,independenceer,scenario_process,2024_years,"recordedat, ",location,empathy,", ",}at,emotional_dynamics,", ",2024-09-30 16:34:00
mostlyd5-59be-4e80-ab36-5a5183568aca,18,Shona,entrepreneurial,neural,E ,"symbolicat pels a boers fan, for ",description,adolescence,creativity,C,",A ",age_,description ,2025-02-19 11:09:00
mostlyfb-35ba-451d-a0ed-9ad2ff259e43,16,Yoruba,identity,: e,He00ate l} d the sedo forcyiyer s; at.,emotional__gained,A,"peer_dynamics,-03T1T1 p.",creativity,", ",wisdom_at,empathy,Mageled.,2025-06-18 13:26:00
mostly81-b537-4b53-b46b-0770beb08c84,14,Swahili,identity,emotional,recorded,P_-1:3 ,primary ,M_type,critical_thinking,A de inf with sd diees.,scenario1:00,S_process,_ ,2024-08-15 01:23:00
mostly30-2113-4457-99fd-96e8a2f11099,15,Amharic,academic,In,primary_,reasoning_process_:,recorded_embedding,wisdom,resilience,}{,Hausagrowth: 1:-,", ",", ",2025-03-27 23:16:00
mostlybd-3539-429b-8ebf-4e9e4e58d7cb,14,Zulu,entrepreneurial,"description,age ",", ",outcome,} ,primary_tension,integrity,Ao sede dners.,emotional-0 andingu-.,leadership,"A, ",2024-06-23 20:38:00
mostlyf2-fd59-466f-9aa9-35df2fcac966,15,Yoruba,academic,C_,: ,M,B,symbolic_embedding,independence,Hausa,: ,", ",,2025-04-12 22:32:00
mostlyc9-1bec-44f1-a4b1-810213f277cb,16,Swahili,entrepreneurial,symbolic,wisdom_embedding,"Mingar, ",},} ,creativity,_growth,description,outcome,S} ,2025-06-23 16:54:00
mostly9d-7215-4b76-84b4-53d488748117,15,Swahili,creative,", ",emotional_process,description,S ,"If1_yearsiars,-0..",creativity,"symbolic}d_ dlogic the, ",primary_tension,", ",adolescencegained,2024-04-11 01:14:00
mostlyd6-6e9a-41fb-ade0-fc5c8eb3a0f9,16,Amharic,innovation,cultural_,peerage_years,"She andt cor d withar, with aso.3,-0.31,.39-0.020.147,1.{4",", ",cultural,critical_thinking,", _tension","location, ",leadership,}{,2025-02-19 05:45:00
mostly9a-49c3-4a1b-9c64-c0b89ff9ed36,15,Yoruba,cultural,outcome,recorded_at,",tension",peer_dynamics,"}Sembeddingsg, ",independence,"2025type andersitts lr,, to in.",", {","location,gained",", ",2024-06-19 08:16:00
mostly32-0c25-42d5-be79-3167ac6e21df,15,Amharic,social,outcome,recorded,"symbolic_logiceserg, ",scenarioing}}s ,cultural,empathy,age_at,", ","Sheieal l {t a a s dinged , andar and, school.",reasoning_years,2024-03-20 04:26:00
mostly10-6a63-4fe5-b107-7f9379a6d2e8,13,Oromo,entrepreneurial,"cultural_s,-05: ",A ,", ",: ,primary__ ,critical_thinking,He,If ,age_ and,A_logic-ererp in to cy and por.,2025-04-09 17:14:00
mostly9e-44fd-4e76-9eba-4964057cbdc6,15,Zulu,identity,M_at,wisdom_,: ,"symbolict in with, ",A,independence,A ini d ares.,-0.824.,:00,",--0.34,1.0115,-0.4848,0.160.010,0.3}56,-0.041204,--0.19,0,- ",2024-06-09 09:45:00
mostlyed-c5de-4d27-89e1-01a7894d3a66,14,Oromo,social,peer_,recorded_type,"Pesesit with ;ee c,rer palees and school.",", ",}: ,leadership,reasoning_at,She_,reasoning_process,peer_gained,2025-09-30 21:39:00
mostlyb0-0bc1-45ae-823f-6c53118e7978,16,Hausa,social,: ,description,cultural,", ",recorded_ ,integrity,primary_: ,,description,",0.48172,0.17:0019,",2024-03-19 01:58:00
mostlyc1-3f24-4da2-8461-cc33dffb1132,18,Yoruba,entrepreneurial,", ",neural_type,_process,: ,"cultural a0-03, ",independence,", ","emotional, ",emotional,primary_language,2024-06-06 23:34:00
mostly25-7978-442f-9eb6-cd68be68513f,15,Oromo,ethical,: ,: ,peer_growth,: ,emotional_at,integrity,primary_,primary_cultural,},} {,2024-04-06 04:58:00
mostlya2-f406-4e91-ba22-fd2749286681,15,Zulu,entrepreneurial,location,",reasoning, ","age:, ",emotional_language,":, ",leadership,location,2024 ,S,wisdom,2024-10-24 18:14:00
mostly23-7d7d-4b83-89a5-9d7d39974ad7,16,Hausa,social,Hausa,", ",: ,emotional_process,", ",resilience,reasoning_process,", {",Sheit pili a s.,C,2024-04-09 22:00:00
mostly4b-42a1-4e08-a2e7-ba4c47a9c1da,17,Zulu,ethical,} ,", ",Aerst and anders p ayeers ints- and.,A aonders;anes pedi b aar c martsing bes ,:00,integrity,: ,", ",},", {",2025-06-30 23:42:00
mostlye4-60c0-4330-9ecc-715ac5fe36bf,14,Amharic,identity,A_tension,wisdom_years,C,2024,outcome,creativity,"0, ",adolescence,-0.,symbolic_gained,2025-03-25 18:15:00
mostlyfb-78a9-4c6c-ac70-1bf94222c829,17,Hausa,academic,C_gained,",,0.",The_years,M_years,H_years,independence,"2025-0.39253}0.41,0.37-0.0531,.63:5.40",If,"scenario0_type, ",Mscenario ,2024-03-19 11:42:00
mostly20-9c6c-4103-a4e1-b3afaef48fbf,18,Hausa,academic,", ",symbolic,reasoning_years,A forreal,C-059 a.,independence,adolescence_at,: ,neural_gained,primary_logic,2025-08-12 00:37:00
mostly13-fc7a-4436-92dd-9ef29562e89f,13,Swahili,academic,"ethical, ",{,neural_tension,reasoning_growth,,creativity,reasoning.,reasoning_embedding,Friends_m,M_language,2024-10-18 23:09:00
mostly7c-8543-458f-be5f-0118366c9e66,15,Hausa,identity,Hausaen,S,", ",B,description,independence,: ,A.,::00,", ",2024-07-12 14:26:00
mostly3d-4108-448d-8e2d-2178deb370b1,18,Swahili,creative,_embedding,P,symbolic,cultural,description,independence,adolescence,"scenarioc, ",location,cultural_gained,2024-05-20 20:35:00
mostly0d-8596-43fd-a962-d1b0b5bbfa2e,17,Shona,cultural,wisdom_at,{,primary_–,B,: ,critical_thinking,"Sheembeddings, inr c.",A {,symbolic_,2024,2025-09-30 21:39:00
mostlyd7-60a1-4f6f-a28e-f053c0bb6af1,19,Swahili,academic,"Dtypenaers fe aersleo,.",}_growth,", ",age_gainedatgained;,primary_ ,empathy,symbolic_ing,", ",age_gained,independencetension_at,2024-06-10 01:45:00
mostly63-9f28-4949-8e7f-f6d88711b6ae,18,Yoruba,social,description,scenario_type,recorded_logic,peer_embedding,"Cen to ss b,0.",empathy,peer,C_{,: ,", ",2024-01-16 11:33:00
mostly49-2f20-482d-8dfa-df22973d51c6,17,Amharic,academic,"B, ",outcome,scenario_at,"adolescenceA:arar and, ",_gained,independence,scenario_at: ,primary_embedding,emotional_process,emotionalreasoning_at,2025-09-21 20:09:00
mostly6e-fe53-4ac3-8925-30b0a236aa1f,17,Yoruba,social,reasoning: ,description,recorded_type, ,wisdom_growth,independence,,agee: ,Friends ,reasoning ,2025-01-21 17:16:00
mostly80-1de9-43d8-b410-c6249fc50ad9,17,Zulu,creative,emotional: ,scenario_years in,neural_logic,recorded_dynamics,Cingras withtiei aa withes for.,critical_thinking,H ,"-embedding046,-0.",reasoning0.,The_at,2025-04-28 20:20:00
mostlyd1-b7be-440c-94f3-805a2836d024,16,Swahili,academic,", ",: ,description,: ,", ",independence,He,reasoning_gained,B,A,2024-03-23 20:40:00
mostlye5-c078-40ca-8292-16573e6c3260,16,Igbo,cultural,emotional: ,,"H}ed,ar c m tooes.","He m; st st to theingting, Nigeriait d.l2p the,: ",: ,independence,peer_gained,_gained,"-0.091,--0.1,- and-0.13.58148, ",primary_embedding,2024-07-02 14:28:00
mostly79-0933-40f7-b75a-5d749b0cebc5,19,Igbo,social,ethicalgrowth tou,"-0.76313,-0,-0271T1.237}0.1.79-0.","reasoning, ",wisdom –,scenario}; –es,integrity,ethical,cultural,scenario;.,A,2025-06-16 16:26:00
mostly24-cc5b-4934-a6ab-35e1189b2c8e,17,Hausa,identity,cultural,: ,{,}_ ,recorded_growth,independence,symbolic_logic,M ,emotional_gained,E: ; s fnas.,2025-03-10 20:03:00
mostlyda-093b-4d5a-a4ae-affb5210cdcc,17,Hausa,social,neural_tension,outcome,peer_ ,",0.",symbolic,empathy,A ,: ,A_type,", ",2025-03-27 12:29:00
mostlyd5-a95a-4a99-8588-97bd440449de,19,Yoruba,cultural,location,adolescence,recorded_at,: –,Hausa,creativity,2024,", ",A.,Heringl_dynamicsyears;;  withesal;enan a.,2025-01-30 09:01:00
mostly79-a61e-4232-9906-a7bfa28339c4,19,Swahili,entrepreneurial,M ,"Hea;ers, ",", ",wisdom_,neural_growth,resilience,Eesitlere bt s schoolot theed;ters..,: ,: ,2024-T1-.1T100-0.,2024-09-17 06:26:00
mostly40-628a-43d3-99b1-0df54cc06d5a,17,Yoruba,academic,wisdomat,description a,symbolicS ,} ,Some_embedding:;: e,critical_thinking,symbolic_language,-}01,: ,cultural,2025-01-09 01:03:00
mostly90-0c70-4e54-b207-fb914fc03a3c,15,Swahili,creative,",",reasoning_language,recorded_growth,"A, ",He,creativity,2024_language,"Sheyears,-0 and1.05,01,-0.907, and6, Nigeria, ",culturale00,scenario,2024-05-29 11:41:00
mostlycf-07d2-4bab-b059-8907b8f02ed2,13,Shona,identity,primary_years,", ",She,",tension",", ",critical_thinking,He,"A serer aes ming schooles s;s s, s the d mreituesear and.","peer_growth,",", ",2024-07-06 17:32:00
mostly41-a172-44b7-aa2a-bd50d9963527,14,Amharic,cultural,"-0.82,0.",recorded00tension,adolescence,", ","-8T10202-0.,0,-0.5492,0.78-0.0}19.}56,101, ",leadership,reasoning_type,symbolic{,primary_languageembedding.,reasoning_ in,2025-09-30 21:39:00
mostly87-829a-49cd-83b0-8ecba014a373,17,Amharic,innovation,: ,: ,"scenario_,0.",He_logic,outcome,critical_thinking,"neural, ",-02,description,primary_:,2024-09-14 20:26:00
mostly50-560e-4dbe-9173-8322317ff136,14,Zulu,social,recorded_logic,ethical,emotional_atat.,,She and a.,empathy,: ,: ,The_logic,"A, ",2025-03-04 02:26:00
mostly89-e65f-428d-833d-9ab36d5915a5,17,Hausa,identity,empathy ,", ",symbolic_logic,cultural__,", ",integrity,age_language,} {,symbolicageing,"Cerl and to and d mic pa fc mlitit forep d.ar, ",2024-12-21 12:20:00
mostlycb-43bc-4a3c-9041-f5146bb82ff1,19,Shona,cultural,", ",C_language,1.9,O {,primary_ ,resilience,emotional: ,peer_at–.,recordeds rt.,: ,2024-03-11 22:18:00
mostlyeb-f9e0-42b9-b348-b645f7fba205,13,Zulu,social,}}-1.,"-00, ",-01,wisdom_type,: ,empathy,outcome,: ,He ,scenario_type,2025-05-16 19:17:00
mostly8e-28f0-438b-8e59-da4e4e9b6336,16,Swahili,creative,She_,S,peer: ,S: ,peer_,independence,emotionalage__dynamics,", ",: ,"scenarioat, –",2024-11-30 10:22:00
mostly88-1c01-42c3-9a98-1acaef290efe,19,Igbo,innovation,: ,", ",symbolic_language,", ",recorded_embedding,resilience,peer_at,recorded_years,description_,: ,2025-01-31 01:26:00
mostly6c-db59-4fde-9632-7c95fa83d6d8,18,Swahili,entrepreneurial,2025-0.,The_dynamics,symbolic_type,{,"--0.634,1.1,00",resilience,A {,scenario_dynamics,"--0.205,1.",D_gained,2025-05-24 04:28:00
mostly4c-6402-4a38-aafc-a01ffbf79eb2,15,Oromo,social,peer-,: ,,In,C_type,empathy,"Aar:-1.3,",} {,outcome,recorded_,2024-03-19 12:28:00
mostly78-4308-4599-aa6f-16821e36b594,15,Amharic,identity,R,adolescence::,H,adolescence,", ",independence,} ,A_gained,symbolic_type:00,wisdom: ,2024-10-21 07:50:00
mostly26-c0ab-4da2-bf50-ff1489f2aafb,17,Swahili,identity,}}},Hausa,M_at,age,", ",independence,", ",Thegrowthing liing.,: ,wisdom_,2025-03-11 00:18:00
mostlyfe-b2ba-4361-ad65-6f8ac49ce7e6,18,Yoruba,ethical,": , ",scenarioprocess_at,outcome,symbolic_,peer_process,critical_thinking,H,recorded_years,primary-23:,outcome,2024-01-07 11:01:00
mostlya6-d56c-4537-8c2a-6ba59b2b8311,14,Yoruba,innovation,culturalD,"wisdom_-1,-0.928,4831.06-,,0.563,.23,21.3,-50.9,-0",cultural_dynamics,Aatttie minger,locationes.,creativity,symbolic_embedding,A1-03.,_,C,2025-02-07 13:12:00
mostlyf8-d8ff-45df-aa0f-d367490c6bc9,18,Zulu,innovation,: ,recorded_language,description,reasoning_at,2025_tension,creativity,", ",", ",primary_gainedat,", ",2024-05-06 18:26:00
mostly7a-9841-47a6-b644-4b6ec58326f3,16,Amharic,identity,2025_gained,age_e,reasoning_language,M_logic,If_gained,creativity,In-. ,scenario_.,outcome,wisdomsymbolic_,2024-10-23 09:18:00
mostlydb-31c3-41bb-bd42-1837a0eabcae,19,Igbo,ethical,", ","primary, ",P_embeddinglanguage,wisdom,: {language,integrity,primary__,Aersers feler f,cultural,age_years,2024-04-28 08:10:00
mostly6b-b737-4cda-b88b-3ec9cb041577,16,Hausa,entrepreneurial,empathy,,recorded_{,A {,scenario_process,leadership,outcome,: ,neural,", ",2024-07-01 03:12:00
mostly4e-5df0-467d-a8ca-7d8ca98df1f2,14,Yoruba,academic,2025,: ,description,reasoning_process,A,resilience,primary_ ,:00,primary_,: ,2024-10-30 11:50:00
mostly71-f180-4085-937f-2c68fa2b8d00,14,Zulu,social,wisdom,", ",primary: ,description,"B, neural_language",empathy,", ",A- ,P_,A ,2025-07-17 17:45:00
mostly7e-85f3-43d0-8d98-22e55a9f2a0b,13,Hausa,innovation,", ","}{, ",S_logic,A{at,S,resilience,",",scenario,A –ingenen.,", ",2024-09-19 10:20:00
